Water_Supply_Scheme,Sample_Code,EC,pH,Turbidity,TDS,Alkalinity,HCO3,CO3,Cl,SO4,Ca,Mg,Hardness,Na,K,NO3_N,PO_{4},F,Fe,As
Dorain,F/Att/Faj/113/S/1,1406.0,7.73,11.7,844.0,5.6,280,23.57196261682243,255.0,93.0,60.0,44.0,330.0,163.0,0.1,3.0,0.23,0.28,0.03,0.87
,F/Att/Faj/113/C/1,1465.0,7.95,1.17,879.0,5.4,270,23.57196261682243,248.0,105.0,66.0,40.0,330.0,191.0,2.0,8.0,0.22,0.32,0.09,0.57
,F/Att/Faj/113/C/2,1476.0,8.05,0.21,886.0,5.9,275,23.57196261682243,250.0,85.0,120.0,44.0,480.0,150.0,0.2,9.0,0.21,0.31,0.05,1.34
Paugh,I/Att/Faj/26/C/1,500.0,7.7,35.2,290.0,3.0,150,23.57196261682243,50.0,22.0,44.0,12.0,160.0,43.0,2.0,2.0,0.17,0.22,0.07,0.2
,I/Att/Faj/26/C/2,500.0,7.5,31.2,290.0,3.0,150,23.57196261682243,53.0,18.0,44.0,13.0,165.0,41.0,2.0,1.0,0.17,0.23,0.04,0.41
,I/Att/Faj/27/S/2,470.0,7.6,30.2,263.0,2.7,135,23.57196261682243,51.0,21.0,40.0,11.0,145.0,40.0,2.0,1.0,0.13,0.22,0.03,0.04
Noushera,C/Att/Pig/112/S/1,589.0,7.7,0.04,353.0,5.0,250,23.57196261682243,26.0,24.0,32.0,22.0,170.0,67.0,1.0,1.3,0.19,0.52,0.05,1.222
,C/Att/Pig/112/C/1,590.0,7.64,0.09,354.0,5.0,250,23.57196261682243,26.0,24.0,32.0,22.0,170.0,70.0,1.0,1.0,0.22,0.53,0.07,1.567
,C/Att/Pig/112/C/2,595.0,7.8,0.01,357.0,5.0,250,23.57196261682243,26.0,22.0,36.0,21.0,175.0,70.0,1.0,1.0,0.21,0.52,0.09,1.157
Jangla,C/Att/Pig/113/S/1,630.0,7.59,0.01,378.0,4.0,200,23.57196261682243,45.0,28.0,44.0,29.0,230.0,50.0,0.8,5.0,0.17,0.17,0.11,11.93
,C/Att/Pig/113/C/1,637.0,7.65,0.38,382.0,4.2,210,23.57196261682243,45.0,22.0,44.0,29.0,230.0,49.0,0.6,5.0,0.19,0.18,0.09,13.57
"Gharda
Kack",C/Att/Pig/114/S/1,730.0,7.81,3.91,438.0,5.2,260,23.57196261682243,46.0,30.0,56.0,18.0,215.0,71.0,1.0,3.0,0.09,0.16,0.12,1.07
,C/Att/Pig/114/C/1,740.0,7.5,2.48,444.0,5.5,275,23.57196261682243,48.0,27.0,58.0,21.0,230.0,71.0,1.0,3.0,0.17,0.17,0.09,2.8
,C/Att/Pig/114/C/2,725.0,8.42,2.01,435.0,5.2,260,23.57196261682243,46.0,29.0,58.0,21.0,230.0,71.0,1.0,3.0,0.13,0.18,0.08,4.39
Malanwala,C/Att/Pig/115/S/1,1220.0,7.4,4.3,732.0,4.0,200,23.57196261682243,180.0,140.0,64.0,15.0,220.0,177.0,0.9,2.0,0.14,0.18,0.1,3.188
,C/Att/Pig/115/C/1,1220.0,7.29,3.67,732.0,4.2,210,23.57196261682243,182.0,143.0,68.0,12.0,220.0,174.0,1.0,2.0,0.15,0.17,0.13,2.405
,C/Att/Pig/115/C/2,1217.0,7.66,0.79,730.0,4.0,200,23.57196261682243,186.0,145.0,68.0,13.0,225.0,171.0,1.0,2.0,0.2,0.18,0.12,0.296
"Dhoke
Shakra",C/Att/Pig/117/S/1,846.0,7.32,8.05,508.0,5.6,280,23.57196261682243,45.0,77.0,72.0,32.0,310.0,73.0,0.8,1.0,0.17,0.4,0.05,5.015
,C/Att/Pig/117/C/1,846.0,7.27,1.17,508.0,5.6,280,23.57196261682243,45.0,74.0,68.0,32.0,300.0,78.0,0.9,0.8,0.16,0.38,0.05,2.04
,C/Att/Pig/117/C/2,980.0,7.6,3.73,588.0,6.4,320,23.57196261682243,72.0,86.0,48.0,26.0,225.0,111.0,2.0,0.7,0.19,0.33,0.03,0.96
Toot,C/Att/Pig/119/S/1,772.0,7.6,2.25,463.0,2.2,110,23.57196261682243,116.0,120.0,24.0,22.0,150.0,106.0,1.0,0.6,0.14,0.22,0.09,1.65
Turial,C/Att/Pig/120/S/1,651.0,7.87,3.69,391.0,5.0,250,23.57196261682243,44.0,20.0,40.0,36.0,250.0,46.0,1.0,2.0,0.2,0.25,0.09,0.234
,C/Att/Pig/120/C/1,641.0,7.69,1.57,385.0,5.0,250,23.57196261682243,40.0,22.0,40.0,38.0,255.0,40.0,0.9,2.3,0.17,0.26,0.07,0.321
,C/Att/Pig/120/C/2,644.0,7.99,0.36,386.0,5.4,270,23.57196261682243,38.0,16.0,40.0,35.0,245.0,45.0,1.0,4.567280442804428,0.16,0.24,0.1,0.213
"Dhoke
Awan",C/Att/Pig/121/S/1,670.0,7.68,0.18,402.0,4.6,230,23.57196261682243,53.0,30.0,46.0,38.0,270.0,40.0,0.4,5.0,0.09,0.2,0.15,16.35
,C/Att/Pig/121/C/2,686.0,7.72,1.63,412.0,4.8,240,23.57196261682243,56.0,32.0,48.0,38.0,275.0,42.0,0.8,5.0,0.14,0.22,0.12,1.212
Kharpa,C/Att/Pig/122/C/3,677.0,7.64,0.11,406.0,5.0,250,23.57196261682243,50.0,22.0,40.0,39.0,260.0,57.0,0.3,2.0,0.11,0.24,0.1,3.658
,C/Att/Pig/122/C/1,1667.0,7.96,0.51,1000.0,8.3,415,23.57196261682243,175.0,168.0,32.0,39.0,240.0,295.0,6.0,5.0,0.13,0.44,0.08,16.83
"Dhoke
Laham",C/Att/Pig/123/S/1,1350.0,7.81,0.81,810.0,8.8,440,23.57196261682243,130.0,68.0,65.0,20.0,280.0,210.0,0.6,2.0,0.9,0.11,0.07,4.621
,C/Att/Pig/123/C/1,1361.0,7.82,0.55,817.0,9.0,450,23.57196261682243,120.0,70.0,72.0,27.0,290.0,220.0,0.5,5.0,0.11,0.15,0.05,4.042
,C/Att/Pig/123/C/2,1362.0,7.86,0.34,937.0,13.6,680,23.57196261682243,82.0,39.0,70.0,35.0,320.0,250.0,0.4,4.0,0.12,0.17,0.09,3.694
Naka Kalan,C/Att/Pig/124/S/1,1450.0,7.4,10.0,1410.0,12.5,625,23.57196261682243,245.0,239.0,111.0,66.0,550.0,300.0,10.0,6.0,0.15,0.17,0.1,0.262
,C/Att/Pig/124/C/1,1500.0,7.41,20.5,1440.0,12.36,618,23.57196261682243,242.0,238.0,109.0,75.0,580.0,238.0,11.0,6.1,0.18,0.16,0.11,0.025
"Pindi Gheb
city",C/Att/Pig/125/S/1,542.0,7.7,0.01,325.0,3.9,195,23.57196261682243,38.0,21.0,30.0,30.0,200.0,41.0,0.3,4.4,0.15,0.35,0.04,0.152
,C/Att/Pig/125/C/1,540.0,7.72,0.02,324.0,3.8,190,23.57196261682243,40.0,20.0,30.0,33.0,210.0,40.0,0.4,4.0,0.17,0.37,0.03,0.854
,C/Att/Pig/125/C/2,547.0,7.82,0.69,328.0,3.6,180,23.57196261682243,40.0,19.0,34.0,28.0,200.0,43.0,0.4,4.0,0.14,0.36,0.05,0.045
"Dhoke
Timber",C/Att/Pig/126/S/1,408.0,7.81,0.02,305.0,4.8,240,23.57196261682243,11.0,25.0,28.0,22.0,160.0,60.0,2.0,3.0,0.07,0.17,0.01,2.592
,C/Att/Pig/126/C/1,417.0,8.12,0.43,324.0,5.0,250,23.57196261682243,11.0,30.0,20.0,24.0,150.0,65.0,3.0,8.0,0.13,0.15,0.91,2.067
,C/Att/Pig/126/C/2,421.0,8.2,0.09,373.0,5.5,275,23.57196261682243,11.0,35.0,20.0,32.0,180.0,68.0,3.0,5.0,0.1,0.16,0.07,2.091
Bangla,C/Att/Pig/127/S/1,1300.0,7.51,0.75,780.0,7.2,360,23.57196261682243,110.0,109.0,35.0,16.0,155.0,220.0,15.0,3.0,0.21,0.91,0.02,4.21
,C/Att/Pig/127/C/1,1203.0,7.52,0.82,722.0,7.1,355,23.57196261682243,104.0,87.0,32.0,15.0,140.0,215.0,18.0,3.0,0.18,0.94,0.32,3.323
,C/Att/Pig/127/C/2,1196.0,7.56,12.81,718.0,7.2,360,23.57196261682243,95.0,95.0,28.0,31.633291192583222,145.0,212.0,19.0,5.0,0.14,0.96,0.2,2.559
Malhwali,C/Att/Pig/111/C1,1800.0,7.7,0.25,1080.0,11.3,565,23.57196261682243,280.0,95.0,150.0,40.0,540.0,210.0,13.0,2.0,0.1,0.41,0.22,0.211
,C/Att/Pig/111/C2,4800.0,7.6,0.21,2640.0,10.9,545,23.57196261682243,360.0,1255.0,140.0,146.0,950.0,655.0,13.0,3.0,0.13,0.41,0.15,0.234
Ahmadabad,C/Att/Pig/110/C1,1108.0,8.1,0.23,665.0,8.0,400,23.57196261682243,98.0,87.0,30.0,45.0,310.0,161.0,2.0,2.0,0.17,0.19,0.03,0.621
,C/Att/Pig/110/C2,842.0,7.52,0.2,505.0,6.8,340,23.57196261682243,68.0,65.0,60.0,57.0,385.0,44.0,2.0,3.0,0.13,0.15,0.05,0.591
Maira Sharif,C/Att/Pig/109/S1,1065.0,7.7,7.06,639.0,7.1,355,23.57196261682243,82.0,67.0,64.0,10.0,200.0,158.0,3.0,5.0,0.1,0.18,0.08,0.193
Nalhad,C/Att/Pig/108/S1,508.0,7.81,0.02,305.0,4.8,240,23.57196261682243,11.0,19.0,28.0,22.0,160.0,60.0,2.0,3.0,0.1,0.17,0.09,4.65
,C/Att/Pig/108/C1,527.0,8.12,0.43,316.0,4.8,240,23.57196261682243,11.0,23.0,20.0,24.0,150.0,65.0,3.0,8.0,0.15,0.15,0.1,4.53
,C/Att/Pig/108/C2,601.0,8.2,0.09,361.0,5.5,275,23.57196261682243,11.0,27.0,20.0,32.0,180.0,68.0,3.0,5.0,0.11,0.16,0.13,0.09
Surag,C/Att/Pig/107/S1,2620.0,7.2,14.68,1572.0,11.9,595,23.57196261682243,220.0,375.0,190.0,84.0,920.0,286.0,2.0,4.0,0.14,0.25,0.07,0.132
Thatti Kalac,C/Att/Pig/106/S1,3480.0,7.8,7.7,2088.0,14.9,745,23.57196261682243,299.0,405.0,44.0,35.0,255.0,702.0,1.0,9.0,0.21,1.21,0.03,0.421
,C/Att/Pig/106/C1,1241.0,7.92,0.02,745.0,8.3,415,23.57196261682243,113.0,79.0,52.0,19.0,210.0,203.0,1.0,8.0,0.19,0.78,0.03,0.328
,C/Att/Pig/106/C2,1294.0,7.6,0.01,776.0,8.2,410,23.57196261682243,103.0,105.0,52.0,24.0,230.0,200.0,0.4,7.0,0.17,0.69,0.05,0.393
Langrial,C/Att/Pig/105/S1,909.0,8.02,0.02,545.0,3.9,195,23.57196261682243,124.0,85.0,64.0,17.0,230.0,103.0,2.0,6.0,0.09,0.23,0.1,0.739
,C/Att/Pig/105/C1,1609.0,8.21,0.01,965.0,6.4,320,23.57196261682243,227.0,165.0,56.0,44.0,320.0,261.0,2.0,10.0,0.11,0.27,0.12,0.151
,C/Att/Pig/105/C2,1404.0,7.92,0.01,842.0,5.8,290,23.57196261682243,199.0,110.0,56.0,34.0,280.0,220.0,2.0,7.0,0.13,0.23,0.1,0.911
Shahbaz Pur,C/Att/Pig/104/S1,1528.0,7.21,29.41,917.0,6.5,325,23.57196261682243,209.0,157.0,116.0,27.0,500.0,206.0,3.0,4.0,0.21,0.16,0.13,3.113
,C/Att/Pig/104/C1,1724.0,8.11,13.65,1034.0,6.0,300,23.57196261682243,124.0,279.0,98.0,32.0,375.0,224.0,5.0,11.0,0.17,0.18,0.15,0.844
,C/Att/Pig/104/C2,1744.0,7.6,19.65,1046.0,6.3,315,23.57196261682243,212.0,280.0,118.0,38.0,450.0,200.0,3.0,6.0,0.15,0.17,0.2,0.821
Gharibwal,C/Att/Pig/103/C1,1916.0,7.72,107.0,1150.0,8.4,420,23.57196261682243,124.0,250.0,124.0,51.0,520.0,206.0,3.0,7.0,0.23,0.34,0.22,0.49
,C/Att/Pig/103/C2,6050.0,7.1,62.0,3630.0,21.3,1065,23.57196261682243,259.0,1175.0,400.0,29.0,1120.0,855.0,24.0,17.0,0.24,0.26,0.15,0.452
Dhullian,C/Att/Pig/102/S1,775.0,7.52,0.26,465.0,4.6,230,23.57196261682243,96.0,40.0,58.0,16.0,210.0,101.0,2.0,2.0,0.1,0.16,0.05,2.315
Khaur,C/Att/Pig/101/S1,780.0,7.7,0.15,528.0,4.0,190,23.57196261682243,150.0,49.0,55.0,21.0,225.0,125.0,2.0,3.0,0.35,0.15,0.05,0.326
,C/Att/Pig/101/C1,783.0,7.71,0.13,536.0,3.8,160,23.57196261682243,152.0,47.0,52.0,19.0,210.0,129.0,3.0,4.0,0.27,0.17,0.07,0.159
,C/Att/Pig/101/C2,773.0,7.92,0.02,524.0,3.8,160,23.57196261682243,145.0,39.0,40.0,22.0,190.0,130.0,3.0,3.0,0.08,0.17,0.09,0.162
Bakhuwala,C/Att/Pig/100/S1,1136.0,7.73,5.43,802.0,3.0,150,23.57196261682243,259.0,155.0,74.0,30.0,310.0,162.0,4.0,10.0,0.19,0.19,0.1,0.145
,C/Att/Pig/100/C1,2600.0,7.5,139.0,1560.0,8.2,410,23.57196261682243,266.0,405.0,64.0,58.0,400.0,428.0,4.0,12.0,0.13,0.48,0.04,0.126
,C/Att/Pig/100/C2,1800.0,7.51,75.0,1585.0,8.8,440,23.57196261682243,268.0,425.0,68.0,49.0,370.0,430.0,3.0,13.0,0.16,0.35,0.05,0.131
Ahmadal,C/Att/Pig/96/C1,800.0,7.81,2.91,480.0,3.1,155,23.57196261682243,117.0,97.0,48.0,15.0,180.0,105.0,2.0,3.0,0.14,0.15,0.03,0.152
,C/Att/Pig/96/C2,2930.0,7.6,11.84,1758.0,12.2,610,23.57196261682243,312.0,385.0,40.0,49.0,300.0,576.0,7.0,13.0,0.21,0.43,0.07,0.142
Kanat,C/Att/Pig/93/S1,1260.0,7.21,34.89,756.0,6.6,330,23.57196261682243,152.0,107.0,88.0,24.0,320.0,157.0,2.0,4.0,0.17,0.13,0.2,1.325
,C/Att/Pig/93/C1,1266.0,7.8,8.31,760.0,6.7,235,23.57196261682243,149.0,115.0,84.0,24.0,310.0,160.0,2.0,5.0,0.11,0.14,0.09,0.861
,C/Att/Pig/93/C2,1273.0,7.44,0.53,764.0,6.8,340,23.57196261682243,146.0,121.0,64.0,36.0,310.0,148.0,2.0,6.0,0.09,0.14,0.08,0.623
Mianwala,C/Att/Pig/90/S1,340.0,7.51,56.0,187.0,2.2,110,23.57196261682243,32.0,15.0,40.0,2.0,110.0,24.0,1.0,1.0,0.13,0.08,0.1,0.172
,C/Att/Pig/90/C1,344.0,7.52,4.63,189.0,2.2,110,23.57196261682243,32.0,15.0,36.0,7.0,120.0,24.0,1.0,1.0,0.14,0.09,0.21,0.153
,C/Att/Pig/90/C2,346.0,7.53,7.01,190.0,2.2,110,23.57196261682243,35.0,20.0,32.0,7.0,110.0,25.0,1.0,1.0,0.11,0.08,0.24,0.143
Domial,C/Att/Pig/88/S1,1446.0,7.41,2.34,868.0,6.0,300,23.57196261682243,156.0,210.0,44.0,13.0,165.0,249.0,2.0,2.0,0.13,0.42,0.1,0.133
,C/Att/Pig/88/C2,1470.0,7.51,7.93,882.0,6.3,315,23.57196261682243,165.0,210.0,36.0,15.0,150.0,258.0,0.4,3.0,0.17,0.43,0.1,0.77
Tareen,C/Att/Pig/91/S1,1298.0,7.71,1.23,779.0,9.0,450,23.57196261682243,112.0,53.0,20.0,19.0,130.0,269.0,1.0,4.0,0.2,0.32,0.11,0.126
,C/Att/Pig/91/C1,1230.0,7.81,2.32,738.0,9.1,455,23.57196261682243,92.0,51.0,20.0,15.0,110.0,255.0,2.0,4.0,0.21,0.31,0.16,0.121
,C/Att/Pig/89/C1,1634.0,7.61,0.01,980.0,6.2,310,23.57196261682243,205.0,210.0,108.0,18.0,345.0,238.0,3.0,7.0,0.17,0.32,0.09,0.895
,C/Att/Pig/89/C2,1678.0,7.41,0.01,1007.0,8.0,400,23.57196261682243,199.0,205.0,104.0,21.0,345.0,218.0,16.0,3.0,0.19,0.36,0.05,0.781
Kisran,C/Att/Pig/87/S1,898.0,7.53,36.49,539.0,5.5,275,23.57196261682243,106.0,50.0,64.0,10.0,200.0,114.0,3.0,3.0,0.3,0.16,0.09,1.201
,C/Att/Pig/87/C1,878.0,7.51,26.32,526.0,5.6,280,23.57196261682243,103.0,54.0,72.0,10.0,220.0,112.0,3.0,3.0,0.25,0.17,0.07,0.775
,C/Att/Pig/87/C2,948.0,6.98,22.89,569.0,5.5,275,23.57196261682243,106.0,61.0,88.0,10.0,260.0,122.0,4.0,3.0,0.17,0.14,0.03,0.691
,C/Att/Pig/86/C1,755.0,8.21,0.02,453.0,3.9,195,23.57196261682243,103.0,41.0,48.0,10.0,160.0,116.0,3.0,2.0,0.09,0.28,0.07,0.521
,C/Att/Pig/86/C2,764.0,7.78,0.01,771.0,3.8,190,23.57196261682243,120.0,45.0,50.0,9.0,160.0,130.0,3.0,3.0,0.14,0.19,0.07,0.531
Bai,I/Att/Has/15/S/1,421.0,7.6,0.06,231.0,4.2,210,23.57196261682243,14.0,14.5,48.0,20.6,205.0,19.0,1.0,1.8,0.21,0.24,0.09,0.801
Bushan,I/Att/Has/16/C/1,673.0,7.2,0.06,370.0,5.4,270,23.57196261682243,20.0,58.5,72.0,29.0,300.0,31.0,2.2,2.3,0.29,0.28,0.6,0.068
Bhadian,I/Att/Has/17/C/3,950.0,7.8,0.8,551.0,7.8,390,23.57196261682243,35.0,40.0,68.0,37.6,325.0,31.0,7.6,12.0,0.25,0.35,0.03,0.51
,I/Att/Has/17/C/1,760.0,7.3,0.06,418.0,8.0,400,23.57196261682243,18.0,30.0,60.0,42.5,325.0,49.0,4.0,2.5,0.22,0.32,0.12,0.449
,I/Att/Has/18/C/1,564.0,7.3,0.01,310.0,5.6,280,23.57196261682243,18.0,26.0,72.0,23.0,275.0,24.0,1.4,2.3,0.32,0.22,0.03,0.818
,I/Att/Has/18/C/2,582.0,7.3,0.02,320.0,5.3,265,23.57196261682243,18.0,29.0,76.0,20.6,275.0,20.0,1.0,2.2,0.29,0.21,0.01,0.777
Mirpur,I/Att/Has/19/S/1,540.0,7.4,0.04,297.0,5.2,260,23.57196261682243,9.0,47.0,80.0,22.0,290.0,17.0,1.0,2.1,0.37,0.19,0.61,1.136
,I/Att/Has/19/C/2,570.0,7.3,0.09,313.0,5.1,255,23.57196261682243,14.0,44.5,78.0,22.0,285.0,16.0,1.0,2.1,0.33,0.23,0.03,0.719
Mohra Khatrian,I/Att/Has/20/S/1,535.0,7.6,0.01,294.0,5.2,260,23.57196261682243,14.0,27.0,74.0,19.4,265.0,15.0,2.2,2.6,0.37,0.21,0.03,0.669
,I/Att/Has/20/C/2,537.0,7.3,0.03,295.0,5.0,250,23.57196261682243,14.0,26.0,74.0,18.2,260.0,17.0,1.2,2.5,0.27,0.21,0.13,0.36
,I/Att/Has/21/C/1,525.0,7.5,1.2,288.0,4.6,230,23.57196261682243,11.0,43.0,70.0,21.8,265.0,13.0,2.0,1.4,0.29,0.17,0.04,0.815
Sultan Pur,I/Att/Has/22/S/1,522.0,7.6,0.91,287.0,5.0,250,23.57196261682243,11.0,24.0,66.0,19.4,245.0,17.0,1.0,2.1,0.37,0.18,0.3,0.707
,I/Att/Has/22/C/1,520.0,7.7,0.8,286.0,5.2,260,23.57196261682243,11.0,28.0,64.0,25.5,265.0,18.0,2.0,1.2,0.41,0.17,0.07,0.983
,I/Att/Has/22/C/2,533.0,7.7,0.08,293.0,4.8,240,23.57196261682243,11.0,24.0,66.0,19.4,245.0,19.0,2.0,2.2,0.29,0.17,0.08,0.881
Kohalia,I/Att/Has/23/S/1,430.0,7.6,0.06,236.0,3.8,190,23.57196261682243,11.0,23.0,36.0,17.0,160.0,41.0,2.0,1.5,0.22,0.13,0.03,0.099
,I/Att/Has/23/C/1,437.0,7.8,0.02,240.0,4.0,200,23.57196261682243,21.0,22.0,38.0,18.2,170.0,45.0,2.4,1.5,0.05,0.14,0.03,0.112
,I/Att/Has/23/C/2,434.0,7.7,0.07,238.0,4.0,200,23.57196261682243,11.0,22.6,38.0,13.3,150.0,35.0,1.0,1.5,0.11,0.14,0.03,0.0
Khaliq Dad,I/Att/Has/24/S/1,538.0,7.6,0.51,323.0,4.6,200,23.57196261682243,11.0,60.0,76.0,9.7,230.0,13.0,1.0,1.5,0.11,0.22,0.06,0.279
,I/Att/Has/24/C/1,768.0,7.8,0.67,430.0,5.1,255,23.57196261682243,21.0,127.0,84.0,31.5,340.0,31.0,5.0,2.7,0.12,0.37,0.04,0.79
,I/Att/Has/25/C/1,551.0,7.6,0.91,303.0,4.6,230,23.57196261682243,14.0,68.0,76.0,21.8,280.0,16.0,2.0,2.2,0.18,0.19,0.06,0.076
,I/Att/Has/25/C/2,585.0,7.7,0.08,321.0,4.6,230,23.57196261682243,14.0,56.0,78.0,21.8,285.0,15.0,2.0,2.3,0.15,0.17,0.03,0.68
Pasndari Pur,I/Att/Has/26/S/1,610.0,7.3,0.07,335.0,5.0,250,23.57196261682243,18.0,66.0,86.0,24.3,315.0,14.0,1.2,1.6,0.09,0.16,0.03,0.967
,I/Att/Has/26/C/1,620.0,7.9,1.63,341.0,5.2,260,23.57196261682243,18.0,102.0,84.0,25.5,315.0,13.0,1.9,1.6,0.11,0.15,0.04,0.01
,I/Att/Has/26/C/2,617.0,7.8,0.79,339.4,5.2,260,23.57196261682243,18.0,97.0,88.0,20.6,305.0,15.0,1.9,1.6,0.21,0.16,0.03,1.436
,I/Att/Has/27/C/1,608.0,7.5,2.63,334.0,5.6,280,23.57196261682243,14.0,38.0,76.0,23.0,285.0,28.0,2.0,3.0,0.32,0.15,0.07,2.24
,I/Att/Has/27/C/2,617.0,7.3,0.93,339.0,6.0,300,23.57196261682243,14.0,39.0,80.0,23.0,295.0,22.0,1.0,2.5,0.35,0.16,0.05,0.991
Pind Meri,I/Att/Has/28/S/1,553.0,7.3,0.07,304.2,3.9,195,23.57196261682243,9.0,53.0,78.0,23.0,290.0,13.0,1.0,2.0,0.29,0.19,0.01,1.331
,I/Att/Has/28/C/1,554.0,7.6,0.04,304.0,5.0,250,23.57196261682243,14.0,54.0,78.0,23.0,290.0,16.0,1.0,2.0,0.35,0.18,0.03,0.929
Chapper Hardu,I/Att/Has/29/S/1,640.0,7.8,0.2,350.0,7.0,300,23.57196261682243,14.0,9.0,55.0,31.0,275.0,27.0,1.0,1.8,0.22,0.21,0.03,0.998
,I/Att/Has/29/C/1,605.0,7.5,0.09,332.0,6.3,315,23.57196261682243,11.0,10.0,64.0,30.31,275.0,22.0,2.0,1.5,0.2,0.19,0.1,0.971
,I/Att/Has/29/C/2,635.0,7.7,0.17,349.3,6.8,340,23.57196261682243,14.0,7.0,56.0,32.8,275.0,27.0,1.0,1.9,0.17,0.18,0.17,0.998
Pour Miani,I/Att/Has/31/S/1,1050.0,7.6,0.2,345.0,7.0,310,23.57196261682243,40.0,75.0,110.0,37.0,450.0,27.0,3.0,17.0,0.3,0.11,0.05,0.383
,I/Att/Has/31/C/1,1076.0,7.3,0.04,634.0,6.2,310,23.57196261682243,42.0,77.0,112.0,38.8,440.0,25.0,2.0,15.0,0.2,0.11,0.06,0.686
,I/Att/Has/31/C/2,953.0,7.5,4.92,524.2,6.4,320,23.57196261682243,16.0,69.0,128.0,160.3,480.0,19.0,2.0,20.0,0.21,0.1,0.03,0.249
,I/Att/Has/33/C/1,460.0,7.7,0.07,253.0,3.4,170,23.57196261682243,11.0,65.0,68.0,17.0,240.0,6.0,1.1,1.0,0.12,0.14,0.06,0.396
,I/Att/Has/33/C/2,460.0,7.6,0.03,253.0,3.5,175,23.57196261682243,11.0,62.0,64.0,17.0,230.0,6.0,1.0,1.0,0.09,0.14,0.05,0.443
Kamra,I/Att/Has/34/S/1,450.0,7.5,0.06,247.0,3.3,165,23.57196261682243,14.0,68.0,64.0,15.7,225.0,6.0,1.0,1.0,0.06,0.13,0.03,0.808
,I/Att/Has/34/C/1,450.0,7.5,0.02,252.0,3.4,170,23.57196261682243,7.0,63.0,66.0,15.7,230.0,6.0,1.0,1.0,0.05,0.12,0.014,0.796
,I/Att/Has/34/C/2,463.0,7.4,0.09,254.0,3.4,170,23.57196261682243,14.0,61.0,66.0,18.2,240.0,7.0,1.0,1.1,0.07,0.13,0.03,0.811
Boi Garth,I/Att/Has/35/S/1,580.0,7.4,0.03,319.0,5.0,250,23.57196261682243,11.0,47.0,78.0,19.4,275.0,56.0,3.0,1.4,0.1,0.15,0.02,3.2
Sabir Abad,I/Att/Has/51/S/1,576.0,7.3,0.07,345.0,4.3,215,23.57196261682243,12.0,61.0,80.0,12.0,250.0,12.0,1.0,1.0,0.1,0.23,0.02,0.635
,I/Att/Has/51/C/1,562.0,7.7,0.09,337.0,4.3,215,23.57196261682243,11.0,56.0,80.0,12.0,250.0,12.0,1.0,1.2,0.09,0.23,0.05,0.851
,I/Att/Has/51/C/2,538.0,7.6,0.51,323.0,4.6,200,23.57196261682243,11.0,60.0,76.0,9.7,230.0,13.0,1.0,1.5,0.11,0.22,0.06,0.279
Manno Nagar,I/Att/Has/52/S/1,520.0,7.4,0.01,286.0,4.3,215,23.57196261682243,9.0,19.0,60.0,14.0,210.0,19.0,1.0,1.6,0.13,0.22,0.01,0.404
,I/Att/Has/52/C/1,524.0,7.4,0.19,288.0,4.3,215,23.57196261682243,7.0,19.0,76.0,9.7,230.0,18.0,1.0,1.6,0.1,0.23,0.03,1.714
,I/Att/Has/53/C/1,580.0,7.2,0.11,348.0,4.4,220,23.57196261682243,12.0,56.0,70.0,16.0,240.0,21.0,1.0,1.6,0.14,0.24,0.04,1.86
,I/Att/Has/53/C/2,570.0,7.2,0.7,342.0,4.6,230,23.57196261682243,14.0,45.5,72.0,17.0,240.0,21.0,1.0,1.7,0.07,0.25,0.08,0.873
,I/Att/Has/49/C1,441.0,7.5,0.09,243.0,3.4,170,23.57196261682243,11.0,35.0,48.0,19.0,200.0,10.0,1.0,1.5,0.13,0.22,0.03,0.56
,I/Att/Has/49/C2,440.0,7.5,0.03,242.0,3.4,170,23.57196261682243,9.0,34.0,46.0,19.0,195.0,10.0,1.0,1.4,0.14,0.22,0.03,0.71
Khawaja Nagar,I/Att/Has/50/S1,430.0,7.4,0.86,237.0,3.2,160,23.57196261682243,11.0,40.0,50.0,16.0,190.0,9.0,1.0,2.1,0.21,0.21,0.03,0.82
,I/Att/Has/50/C2,416.0,7.3,0.09,229.0,3.2,160,23.57196261682243,11.0,41.0,50.0,16.0,190.0,9.0,1.0,1.9,0.18,0.21,0.02,0.737
"Ishatul Quran
Madrasa",J/Att/Haz/5/S/1,418.0,7.36,0.32,230.0,3.4,170,23.57196261682243,14.0,17.0,40.0,19.0,200.0,25.0,1.0,3.0,0.1,0.33,0.21,0.31
,J/Att/Haz/5/C/1,412.0,7.4,0.04,227.0,3.6,180,23.57196261682243,15.0,14.0,36.0,22.0,210.0,24.0,0.3,6.0,0.07,0.32,0.07,4.9
,J/Att/Haz/5/C/2,636.0,7.8,0.23,347.0,4.6,200,23.57196261682243,20.0,21.0,40.0,44.0,290.0,25.0,0.4,4.0,0.05,0.34,0.22,4.08
Hazro,J/Att/Haz/6/S/1,430.0,7.6,0.06,236.0,3.8,190,23.57196261682243,11.0,23.0,36.0,17.0,160.0,41.0,2.0,1.5,0.22,0.13,0.03,0.1
,J/Att/Haz/6/C/1,559.0,7.75,0.02,307.0,4.8,240,23.57196261682243,21.0,14.0,40.0,34.0,260.0,39.0,3.0,5.0,0.03,0.32,0.11,1.42
